,員工滿意度,雇主評分,工作項目,每月工作時數,工作年資,工傷紀錄,在職中,近5年升遷,職務,薪資
9065,0.64,0.91,4,150,3,0,0,0,技術員,低
9066,0.76,0.6,5,244,3,1,0,0,技術員,低
9067,0.79,0.87,3,232,2,0,0,0,技術支援,低
9068,0.72,0.91,3,267,2,0,0,0,技術支援,低
9069,0.22,0.59,5,162,2,0,0,0,技術支援,低
9070,0.18,0.73,5,228,5,0,0,0,技術支援,低
9071,0.91,0.49,2,180,3,0,0,0,技術支援,低
9072,0.69,0.63,2,252,3,0,0,0,技術支援,低
9073,0.91,0.66,5,212,3,0,0,0,技術支援,低
9074,0.67,0.84,4,224,3,0,0,0,技術支援,低
9075,0.98,0.62,2,240,3,1,0,0,技術支援,低
9076,0.69,0.62,4,183,4,0,0,0,技術支援,低
9077,0.96,0.74,5,160,5,1,0,0,技術支援,低
9078,0.69,0.68,4,225,3,0,0,0,技術員,低
9079,0.65,0.68,3,268,2,1,0,0,技術員,低
9080,0.7,0.75,3,221,3,0,0,0,技術員,低
9081,0.48,0.94,3,173,2,0,0,0,經理,低
9082,0.48,0.51,4,103,4,0,0,0,資訊科技,低
9083,0.16,0.89,4,196,3,1,0,0,資訊科技,低
9084,0.72,0.97,3,239,3,0,0,0,資訊科技,低
9085,0.91,0.71,3,171,2,0,0,0,資訊科技,低
9086,0.74,0.54,3,243,3,0,0,0,資訊科技,中
9087,0.56,0.56,2,153,2,0,0,0,產品管理,中
9088,0.56,0.41,6,142,3,0,0,0,產品管理,中
9089,0.88,0.55,5,168,2,0,0,0,產品管理,中
9090,0.86,0.9,5,180,4,0,0,0,產品管理,中
9091,0.66,0.84,4,186,3,0,0,0,資訊科技,中
9092,0.41,0.45,3,236,2,0,0,0,研發,中
9093,0.68,0.83,5,267,3,0,0,0,研發,中
9094,0.59,0.47,3,129,2,0,0,0,研發,中
9095,0.52,0.78,3,181,3,0,0,0,研發,中
9096,0.3,0.54,2,99,2,0,0,0,研發,中
9097,0.44,0.67,5,170,3,1,0,0,行銷,中
9098,0.75,0.64,3,195,3,0,0,0,業務,高
9099,0.23,0.94,4,149,6,0,0,0,財務會計,低
9100,0.34,0.46,6,132,2,0,0,0,技術支援,中
9101,0.52,0.59,3,164,3,0,0,0,技術員,中
9102,0.79,0.83,4,250,2,0,0,0,經理,中
9103,0.5,0.77,3,204,2,0,0,0,行銷,中
9104,0.89,0.65,3,210,3,0,0,0,行銷,低
9105,0.84,0.52,6,98,3,0,0,0,行銷,低
9106,0.26,0.47,3,241,4,0,0,0,業務,低
9107,0.57,0.96,5,203,4,0,0,0,業務,低
9108,0.14,0.99,3,257,4,1,0,0,業務,低
9109,0.94,0.62,5,201,2,0,0,0,業務,低
9110,0.3,0.58,2,124,3,0,0,0,業務,低
9111,0.29,0.43,6,175,3,0,0,0,業務,低
9112,0.82,0.75,3,161,3,0,0,0,業務,低
9113,0.62,0.75,4,183,4,1,0,0,業務,低
9114,0.64,0.99,5,262,5,0,0,0,業務,低
9115,0.17,0.52,4,184,4,0,0,0,業務,低
9116,0.75,0.56,3,207,3,0,0,0,業務,低
9117,0.49,0.73,4,185,3,0,0,0,業務,低
9118,0.84,0.58,4,180,2,0,0,0,業務,低
9119,0.48,0.96,4,224,2,1,0,0,業務,低
9120,0.54,0.53,3,184,3,0,0,0,業務,低
9121,0.76,0.99,5,252,3,1,0,0,業務,低
9122,0.77,0.84,4,196,3,0,0,0,業務,低
9123,0.95,0.97,4,203,2,0,0,0,業務,低
9124,0.72,0.83,4,181,3,0,0,0,業務,低
9125,0.74,0.67,4,148,3,0,0,0,財務會計,中
9126,0.9,0.55,4,211,3,0,0,0,財務會計,中
9127,0.67,0.55,3,246,3,0,0,0,財務會計,中
9128,0.97,0.55,4,258,3,0,0,0,人力資源,中
9129,0.55,0.59,3,231,4,0,0,0,人力資源,中
9130,0.32,0.95,2,184,5,0,0,0,人力資源,中
9131,0.4,0.42,3,146,2,1,0,0,人力資源,中
9132,0.66,0.54,2,136,2,0,0,0,技術員,低
9133,0.7,0.77,4,266,2,0,0,0,技術員,低
9134,0.69,0.89,2,220,3,0,0,0,技術員,低
9135,0.72,0.57,2,248,2,0,0,0,技術員,低
9136,0.21,0.65,3,183,3,0,0,0,技術員,低
9137,0.91,0.9,3,169,3,0,0,0,技術員,低
9138,0.72,0.71,3,132,2,1,0,0,技術員,低
9139,0.96,0.72,3,197,3,0,0,0,技術員,低
9140,1,0.89,4,152,3,0,0,0,技術員,低
9141,0.63,0.51,3,126,6,0,0,0,技術員,低
9142,0.24,0.74,6,106,5,0,0,0,技術員,低
9143,0.44,0.38,4,128,2,0,0,0,技術支援,低
9144,0.92,0.57,3,191,3,0,0,0,技術支援,低
9145,0.51,0.51,4,189,3,0,0,0,技術支援,低
9146,0.77,0.71,5,141,3,0,0,0,技術支援,低
9147,0.8,0.97,4,220,3,0,0,0,技術支援,低
9148,0.84,0.46,5,118,3,0,0,0,技術支援,低
9149,0.91,0.88,5,223,3,0,0,0,技術支援,低
9150,0.64,0.61,3,263,3,0,0,0,技術支援,低
9151,0.15,0.59,5,209,4,1,0,0,技術支援,中
9152,0.74,0.58,4,193,3,0,0,0,技術支援,中
9153,0.94,0.78,4,211,3,0,0,0,技術支援,中
9154,0.57,0.58,3,192,3,0,0,0,技術員,中
9155,0.92,0.63,5,156,3,0,0,0,技術員,中
9156,0.76,0.54,5,278,2,1,0,0,技術員,中
9157,0.73,0.92,3,199,3,1,0,0,經理,中
9158,0.24,0.6,2,194,6,0,0,0,資訊科技,中
9159,0.42,0.47,2,125,4,0,0,0,資訊科技,中
9160,0.92,0.82,4,96,4,0,0,0,資訊科技,中
9161,0.92,0.94,3,234,2,1,0,0,資訊科技,中
9162,0.68,0.55,6,181,3,0,0,0,資訊科技,中
9163,0.49,0.86,4,246,2,0,0,0,產品管理,中
9164,0.57,0.98,3,171,3,0,0,0,產品管理,中
9165,0.3,0.66,3,198,2,0,0,0,產品管理,中
9166,0.17,0.81,5,280,4,0,0,0,產品管理,中
9167,0.91,0.49,3,267,3,0,0,0,資訊科技,中
9168,0.83,0.91,3,251,2,0,0,0,研發,中
9169,0.87,0.76,5,182,3,0,0,0,研發,中
9170,0.71,0.8,4,157,3,0,0,0,研發,中
9171,0.88,0.5,3,206,2,0,0,0,研發,中
9172,0.63,0.94,3,237,3,1,0,0,研發,中
9173,0.99,0.58,2,166,3,0,0,0,行銷,中
9174,0.99,0.81,4,229,2,1,0,0,業務,中
9175,0.77,0.53,5,256,3,0,0,0,財務會計,中
9176,0.64,0.69,5,114,6,0,0,0,技術支援,中
9177,0.61,1,5,243,2,0,0,0,技術員,中
9178,0.37,0.82,3,199,5,0,0,0,經理,中
9179,0.19,1,4,188,4,1,0,0,行銷,中
9180,0.96,0.87,4,187,2,0,0,0,行銷,中
9181,0.8,0.62,4,216,2,0,0,0,行銷,中
9182,0.14,0.63,6,215,5,0,0,0,業務,低
9183,0.15,0.69,6,213,6,0,0,0,業務,低
9184,0.52,0.82,4,198,4,0,0,0,業務,低
9185,0.27,0.55,5,121,3,1,0,0,業務,低
9186,0.97,0.96,3,212,3,0,0,0,業務,低
9187,0.52,0.93,2,271,3,0,0,0,業務,低
9188,0.98,0.89,3,186,2,0,0,0,業務,低
9189,0.96,0.95,4,265,2,0,0,0,業務,低
9190,0.28,0.92,3,151,3,0,0,0,業務,低
9191,0.65,0.55,5,206,3,0,0,0,業務,低
9192,0.59,0.63,4,153,3,1,0,0,業務,低
9193,0.64,0.48,4,267,2,1,0,0,業務,低
9194,0.71,0.48,3,161,3,0,0,0,業務,低
9195,0.83,0.84,2,149,3,0,0,0,業務,低
9196,0.95,0.94,2,269,4,1,0,0,業務,低
9197,0.73,0.49,3,248,3,0,0,0,業務,低
9198,0.81,0.75,4,243,2,0,0,0,業務,低
9199,0.71,0.44,2,207,4,0,0,0,業務,低
9200,0.8,0.56,6,111,6,0,0,0,業務,低
9201,0.85,0.53,3,226,2,0,0,0,財務會計,低
9202,0.41,0.7,2,151,3,1,0,0,財務會計,低
9203,0.51,0.84,4,224,2,0,0,0,財務會計,中
9204,0.49,0.57,4,146,4,0,0,0,人力資源,中
9205,0.76,0.55,4,163,2,1,0,0,人力資源,中
9206,0.57,0.69,4,255,3,0,0,0,人力資源,中
9207,0.54,0.48,6,196,2,0,0,0,人力資源,中
9208,0.68,0.74,3,227,2,0,0,0,技術員,中
9209,0.7,0.5,3,251,2,0,0,0,技術員,中
9210,0.77,0.87,4,209,3,0,0,0,技術員,中
9211,0.95,0.51,3,254,4,0,0,0,技術員,中
9212,0.5,0.64,3,249,2,1,0,0,技術員,低
9213,0.99,0.53,4,131,3,1,0,0,技術員,低
9214,0.94,0.51,5,142,2,0,0,0,技術員,低
9215,0.83,0.66,3,239,3,0,0,0,技術員,低
9216,0.64,0.81,3,225,3,1,0,0,技術員,低
9217,0.16,0.73,6,170,3,0,0,0,技術員,低
9218,0.83,0.71,3,254,2,0,0,0,技術員,低
9219,0.93,0.73,4,156,2,0,0,0,技術支援,低
9220,0.32,0.64,3,151,3,0,0,0,技術支援,低
9221,0.12,0.9,3,200,3,0,0,0,技術支援,低
9222,0.5,0.5,3,184,3,1,0,0,技術支援,低
9223,0.57,0.74,3,257,2,0,0,0,技術支援,低
9224,0.25,0.75,5,194,5,1,0,0,技術支援,低
9225,0.98,0.56,3,139,2,1,0,0,技術支援,低
9226,0.81,0.51,3,273,2,1,0,0,技術支援,低
9227,0.94,0.63,5,261,3,0,0,0,技術支援,低
9228,0.83,0.57,3,135,3,1,0,0,技術支援,低
9229,0.77,0.4,4,207,5,0,0,0,技術支援,低
9230,0.57,0.65,4,265,3,0,0,0,技術員,低
9231,0.18,0.96,5,208,6,0,0,0,技術員,中
9232,0.67,0.71,4,159,2,1,0,0,技術員,中
9233,0.35,0.47,4,151,6,0,0,0,經理,中
9234,0.78,0.44,3,97,4,0,0,0,資訊科技,中
9235,0.72,0.79,4,154,3,0,0,0,資訊科技,中
9236,0.9,0.58,3,264,3,0,0,0,資訊科技,中
9237,0.58,0.49,3,135,2,0,0,0,資訊科技,中
9238,0.64,0.56,3,238,2,0,0,0,資訊科技,中
9239,0.91,0.79,4,166,3,0,0,0,產品管理,中
9240,0.59,0.51,3,156,3,0,0,0,產品管理,中
9241,0.76,0.8,3,202,3,0,0,0,產品管理,中
9242,0.76,0.85,3,204,2,1,0,0,產品管理,中
9243,0.51,0.69,3,135,3,0,0,0,資訊科技,中
9244,0.54,0.55,4,252,3,0,0,0,研發,中
9245,0.67,0.93,5,254,3,1,0,0,研發,中
9246,0.68,0.44,5,165,3,0,0,0,研發,中
9247,0.97,0.58,3,200,2,0,0,0,研發,中
9248,0.5,0.74,3,155,3,0,0,0,研發,中
9249,0.81,0.52,3,162,3,0,0,0,行銷,中
9250,0.77,0.73,4,159,3,1,0,0,業務,中
9251,0.59,0.75,4,266,3,0,0,0,財務會計,中
9252,1,0.96,4,155,3,0,0,0,技術支援,中
9253,0.74,0.95,5,170,4,0,0,0,技術員,中
9254,0.91,0.52,4,172,4,1,0,0,經理,高
9255,0.77,0.65,3,187,3,0,0,0,行銷,低
9256,0.79,0.98,4,185,2,0,0,0,行銷,中
9257,0.82,0.51,5,232,3,0,0,0,行銷,中
9258,0.89,0.96,5,260,3,0,0,0,業務,低
9259,0.83,0.62,4,218,3,0,0,0,業務,低
9260,0.72,0.7,4,217,3,0,0,0,業務,低
9261,0.7,0.74,3,212,3,0,0,0,業務,低
9262,1,0.89,3,189,3,0,0,0,業務,低
9263,0.57,0.66,4,158,2,0,0,0,業務,低
9264,0.55,0.54,5,168,2,0,0,0,業務,低
9265,0.47,0.7,4,134,3,0,0,0,業務,低
9266,0.95,0.77,4,213,3,1,0,0,業務,低
9267,0.29,0.57,5,149,3,0,0,0,業務,低
9268,0.71,0.5,3,201,2,0,0,0,業務,低
9269,0.89,0.68,4,146,3,0,0,0,業務,低
9270,0.81,0.97,4,212,2,0,0,0,業務,低
9271,0.72,0.64,4,140,2,0,0,0,業務,低
9272,1,0.85,4,156,3,0,0,0,業務,低
9273,0.79,0.49,4,163,3,0,0,0,業務,高
9274,0.69,0.84,3,154,2,0,0,0,業務,低
9275,0.97,0.66,4,218,3,0,0,0,業務,高
9276,0.61,0.59,3,157,2,0,0,0,業務,高
9277,0.71,0.89,3,222,3,0,0,0,財務會計,低
9278,0.96,0.76,4,152,3,1,0,0,財務會計,低
9279,0.77,0.73,5,263,2,0,0,0,財務會計,高
9280,0.57,0.99,3,231,3,0,0,0,人力資源,低
9281,0.92,0.76,4,258,2,0,0,0,人力資源,中
9282,0.99,0.92,5,213,2,0,0,0,人力資源,高
9283,0.86,0.73,3,159,3,0,0,0,人力資源,中
9284,0.78,0.66,4,156,3,1,0,0,技術員,低
9285,0.85,0.66,3,235,3,0,0,0,技術員,低
9286,0.38,0.6,4,190,2,0,0,0,技術員,低
9287,0.63,0.93,4,238,2,0,0,0,技術員,低
9288,0.66,0.72,4,137,3,0,0,0,技術員,低
9289,0.19,0.79,5,171,3,1,0,0,技術員,低
9290,0.63,0.59,4,249,2,0,0,0,技術員,低
9291,0.32,0.74,6,205,3,0,0,0,技術員,低
9292,0.73,0.55,3,149,3,0,0,0,技術員,低
9293,0.75,0.89,4,139,3,0,0,0,技術員,低
9294,0.7,0.66,4,168,3,0,0,0,技術員,低
9295,0.77,0.61,4,181,2,0,0,0,技術支援,低
9296,0.83,0.8,4,150,3,0,0,0,技術支援,低
9297,0.75,0.49,4,246,3,0,0,0,技術支援,低
9298,0.97,0.54,3,271,3,0,0,0,技術支援,中
9299,0.75,0.55,5,204,3,0,0,0,技術支援,低
9300,0.66,0.84,3,170,4,0,0,0,技術支援,低
9301,0.56,0.49,3,208,3,0,0,0,技術支援,低
9302,0.77,0.98,2,226,3,0,0,0,技術支援,低
9303,0.82,0.81,3,149,3,0,0,0,技術支援,低
9304,0.85,0.59,2,264,2,0,0,0,技術支援,低
9305,0.49,0.79,5,177,2,0,0,0,技術支援,低
9306,0.24,0.87,4,262,3,0,0,0,技術員,低
9307,0.32,0.74,3,211,3,0,0,0,技術員,低
9308,0.77,0.51,4,141,3,1,0,0,技術員,低
9309,0.77,0.83,5,197,4,0,0,0,經理,高
9310,0.93,0.87,3,154,3,1,0,0,資訊科技,低
9311,0.22,0.74,5,178,5,0,0,0,資訊科技,低
9312,0.24,0.89,5,169,4,0,0,0,資訊科技,低
9313,0.99,0.99,3,228,4,0,0,0,資訊科技,低
9314,0.61,0.5,3,231,3,0,0,0,資訊科技,高
9315,0.6,0.91,4,185,3,1,0,0,產品管理,低
9316,0.79,0.7,3,195,2,0,0,0,產品管理,低
9317,0.94,0.62,3,147,3,0,0,0,產品管理,低
9318,0.18,0.85,5,192,3,0,0,0,產品管理,高
9319,0.51,0.73,5,241,3,0,0,0,資訊科技,低
9320,0.55,0.92,3,151,3,0,0,0,研發,中
9321,0.73,0.74,3,221,3,0,0,0,研發,高
9322,0.41,0.63,5,263,3,0,0,0,研發,中
9323,0.88,0.66,3,178,3,0,0,0,研發,高
9324,0.23,0.56,5,169,5,0,0,0,研發,中
9325,0.78,0.56,3,271,4,0,0,0,行銷,中
9326,0.34,0.69,3,155,3,0,0,0,行銷,中
9327,0.51,0.41,2,164,4,0,0,0,業務,中
9328,0.8,0.86,3,226,2,0,0,0,財務會計,中
9329,0.66,0.57,4,220,2,1,0,0,技術支援,中
9330,0.62,0.63,5,153,6,0,0,0,技術員,中
9331,0.5,0.97,2,252,4,0,0,0,經理,中
9332,0.96,0.94,3,182,3,0,0,0,行銷,高
9333,0.5,0.84,3,150,2,0,0,0,行銷,低
9334,0.73,0.69,6,273,4,1,0,0,行銷,中
9335,0.47,0.39,6,215,5,0,0,0,業務,中
9336,0.49,0.83,3,172,2,0,0,0,業務,中
9337,0.92,0.62,3,264,2,0,0,0,業務,中
9338,0.24,0.39,5,158,2,0,0,0,業務,中
9339,0.61,0.58,4,142,4,0,0,0,業務,中
9340,0.83,0.89,4,137,3,0,0,0,業務,中
9341,0.88,0.66,4,275,3,0,0,0,業務,中
9342,0.61,0.55,3,245,3,0,0,0,業務,中
9343,0.68,0.54,4,165,4,0,0,0,業務,高
9344,0.51,0.7,4,142,4,1,0,0,業務,低
9345,0.88,0.58,4,215,2,0,0,0,業務,低
9346,0.94,0.84,5,240,3,0,0,0,業務,低
9347,0.58,0.88,4,255,3,0,0,0,業務,高
9348,0.63,0.98,4,265,3,0,0,0,業務,低
9349,0.81,0.49,4,285,4,0,0,0,業務,低
9350,0.61,0.86,3,238,2,0,0,0,業務,低
9351,0.65,0.63,3,137,3,0,0,0,業務,高
9352,0.67,0.63,3,270,5,0,0,0,業務,低
9353,0.64,0.62,4,145,3,1,0,0,業務,低
9354,0.25,0.76,6,182,3,0,0,0,財務會計,低
9355,0.13,0.62,3,264,6,0,0,0,財務會計,低
9356,0.14,0.89,3,212,6,0,0,0,財務會計,低
9357,0.74,0.51,5,198,3,0,0,0,人力資源,低
9358,0.8,0.81,5,200,3,0,0,0,人力資源,低
9359,0.5,0.56,3,263,4,0,0,0,人力資源,中
9360,0.69,0.75,4,249,4,0,0,0,人力資源,中
9361,0.91,0.53,4,212,3,0,0,0,技術員,低
9362,0.8,0.51,3,159,3,0,0,0,技術員,低
9363,0.93,0.52,3,181,3,0,0,0,技術員,低
9364,0.57,0.99,3,100,4,1,0,0,技術員,低
9365,0.51,0.58,2,218,2,1,0,0,技術員,低
9366,0.98,0.54,4,178,3,0,0,0,技術員,低
9367,0.85,0.83,4,219,3,0,0,0,技術員,低
9368,0.73,0.56,5,239,3,0,0,0,技術員,低
9369,0.97,0.9,3,255,2,0,0,0,技術員,低
9370,0.52,0.61,4,163,2,0,0,0,技術員,低
9371,0.31,0.38,3,173,2,0,0,0,技術員,低
9372,0.49,0.77,3,147,3,0,0,0,技術支援,低
9373,0.81,0.44,4,166,4,1,0,0,技術支援,低
9374,0.52,0.8,5,209,2,0,0,0,技術支援,低
9375,0.69,0.56,5,271,3,0,0,0,技術支援,低
9376,0.7,0.74,3,253,4,1,0,0,技術支援,低
9377,0.65,0.85,4,233,2,0,0,0,技術支援,低
9378,0.54,0.71,2,194,2,0,0,0,技術支援,低
9379,0.57,0.49,2,237,2,0,0,0,技術支援,低
9380,0.78,0.9,4,238,2,0,0,0,技術支援,低
9381,0.99,0.92,4,212,3,0,0,0,技術支援,低
9382,0.57,0.83,5,189,3,0,0,0,技術支援,低
9383,0.33,0.58,3,115,3,0,0,0,技術員,低
9384,0.97,0.58,4,159,3,0,0,0,技術員,低
9385,0.95,0.58,5,133,3,0,0,0,技術員,低
9386,0.69,0.83,5,225,3,0,0,0,經理,低
9387,0.97,0.91,2,112,5,0,0,0,資訊科技,低
9388,0.4,0.59,3,111,4,1,0,0,資訊科技,低
9389,0.67,0.71,4,178,6,0,0,0,資訊科技,低
9390,0.96,0.58,5,178,3,0,0,0,資訊科技,低
9391,0.49,0.95,2,181,4,1,0,0,資訊科技,低
9392,0.56,0.66,3,139,2,0,0,0,產品管理,低
9393,0.99,0.78,2,177,4,0,0,0,產品管理,低
9394,0.49,0.88,4,270,3,0,0,0,產品管理,低
9395,0.53,0.69,4,135,3,0,0,0,產品管理,低
9396,0.75,0.5,4,166,4,0,0,0,資訊科技,低
9397,0.51,0.89,3,230,4,0,0,0,行銷,低
9398,0.65,0.9,3,163,3,1,0,0,行銷,中
9399,0.45,0.66,2,236,3,0,0,0,行銷,中
9400,0.98,0.91,3,264,4,1,0,0,行銷,中
9401,0.9,0.74,3,185,2,0,0,0,行銷,中
9402,0.37,0.62,4,253,2,0,0,0,行銷,中
9403,0.52,0.99,4,253,3,0,0,0,行銷,中
9404,0.96,0.78,3,135,3,0,0,0,業務,中
9405,0.99,0.7,2,182,4,0,0,0,財務會計,中
9406,0.66,0.56,5,202,3,0,0,0,技術支援,中
9407,0.84,0.54,5,186,2,0,0,0,技術員,中
9408,0.16,0.87,5,163,3,0,0,0,經理,中
9409,0.75,0.59,3,242,3,0,0,0,行銷,中
9410,0.52,0.74,3,160,2,0,0,0,行銷,高
9411,0.86,0.86,3,173,3,0,0,0,行銷,低
9412,0.75,0.53,3,154,2,0,0,0,業務,中
9413,0.73,0.99,3,160,3,0,0,0,業務,中
9414,0.98,0.84,3,139,2,0,0,0,業務,中
9415,0.8,0.84,3,251,3,0,0,0,業務,中
9416,0.18,0.48,4,176,4,1,0,0,業務,低
9417,0.37,0.72,2,163,3,0,0,0,業務,低
9418,0.97,0.86,3,257,4,0,0,0,業務,低
9419,0.56,0.68,4,159,3,0,0,0,業務,低
9420,0.32,0.65,2,183,3,0,0,0,業務,低
9421,0.63,0.88,4,260,2,0,0,0,業務,低
9422,0.36,0.78,6,151,3,0,0,0,業務,低
9423,0.75,0.49,4,246,3,1,0,0,業務,低
9424,0.42,0.86,3,160,4,1,0,0,業務,低
9425,0.96,0.66,3,155,2,0,0,0,業務,低
9426,0.62,0.78,5,250,6,0,0,0,業務,低
9427,0.78,0.96,2,174,3,0,0,0,業務,低
9428,0.93,0.89,3,262,2,0,0,0,業務,低
9429,0.93,0.87,4,257,2,0,0,0,業務,低
9430,0.45,0.42,4,140,2,0,0,0,業務,低
9431,0.44,0.56,3,123,3,0,0,0,財務會計,中
9432,0.57,0.55,3,264,2,0,0,0,財務會計,中
9433,0.77,0.51,2,254,5,0,0,0,財務會計,中
9434,0.6,0.98,4,205,4,0,0,0,人力資源,中
9435,0.25,0.94,6,199,4,0,0,0,人力資源,中
9436,0.59,0.43,3,171,3,0,0,0,人力資源,中
9437,0.29,0.57,5,98,5,0,0,0,人力資源,中
9438,0.5,0.95,3,166,4,1,0,0,技術員,低
9439,0.91,0.94,4,264,4,0,0,0,技術員,低
9440,0.78,0.65,3,176,2,0,0,0,技術員,低
9441,0.73,0.76,2,166,3,0,0,0,技術員,低
9442,0.51,0.59,4,169,3,0,0,0,技術員,低
9443,0.65,0.82,4,257,3,0,0,0,技術員,低
9444,0.25,0.87,3,265,4,0,0,0,技術員,低
9445,0.5,0.63,5,167,2,0,0,0,技術員,低
9446,0.53,0.58,4,134,2,0,0,0,技術員,低
9447,0.57,0.76,2,176,3,0,0,0,技術員,低
9448,0.77,0.91,5,274,3,0,0,0,技術員,低
9449,0.94,0.77,3,201,3,0,0,0,技術支援,低
9450,0.5,0.53,3,121,4,0,0,0,技術支援,低
9451,0.47,0.57,3,97,4,0,0,0,技術支援,低
9452,0.92,0.54,4,217,4,0,0,0,技術支援,低
9453,0.9,0.87,3,220,3,0,0,0,技術支援,低
9454,0.54,0.46,2,98,4,0,0,0,技術支援,低
9455,0.58,0.97,5,265,3,0,0,0,技術支援,低
9456,0.95,0.87,3,201,3,0,0,0,技術支援,低
9457,0.52,0.71,3,151,3,0,0,0,技術支援,低
9458,0.83,0.51,4,199,3,0,0,0,技術支援,低
9459,0.54,0.92,4,175,3,0,0,0,技術支援,低
9460,0.8,0.85,5,253,3,1,0,0,技術員,低
9461,0.52,0.57,3,183,2,0,0,0,技術員,低
9462,0.83,0.8,5,223,3,0,0,0,技術員,低
9463,0.74,0.55,5,168,4,0,0,0,經理,低
9464,0.87,0.71,5,244,2,0,0,0,資訊科技,低
9465,0.45,0.87,2,268,4,1,0,0,資訊科技,低
9466,0.72,0.72,4,218,4,0,0,0,資訊科技,低
9467,0.27,0.85,2,277,6,1,0,0,資訊科技,低
9468,0.51,0.88,5,225,2,1,0,0,資訊科技,低
9469,0.55,0.55,4,257,3,0,0,0,產品管理,低
9470,0.89,0.69,4,170,3,0,0,0,產品管理,低
9471,0.85,0.86,3,179,3,0,0,0,產品管理,低
9472,0.29,0.85,4,211,2,0,0,0,產品管理,低
9473,0.96,0.5,3,217,2,1,0,0,資訊科技,低
9474,0.9,0.68,3,135,3,0,0,0,研發,低
9475,0.28,0.94,6,167,3,1,0,0,研發,低
9476,0.93,0.98,4,189,3,0,0,0,研發,中
9477,0.51,0.57,3,162,3,1,0,0,研發,中
9478,0.97,0.76,3,193,3,0,0,0,研發,中
9479,0.71,0.55,4,273,3,1,0,0,研發,中
9480,0.52,0.69,6,138,5,0,0,0,行銷,中
9481,0.87,0.84,4,237,3,1,0,0,業務,中
9482,0.78,0.61,5,260,2,0,0,0,財務會計,中
9483,0.57,0.82,3,149,5,1,0,0,技術支援,中
9484,0.34,0.49,4,149,3,0,0,0,技術員,中
9485,0.95,0.95,4,137,4,0,0,0,經理,中
9486,0.72,0.73,5,167,3,0,0,0,行銷,中
9487,0.61,0.37,4,165,6,0,0,0,行銷,中
9488,0.39,0.39,2,131,2,0,0,0,行銷,高
9489,0.72,0.59,5,138,2,0,0,0,業務,低
9490,0.86,0.91,4,234,3,1,0,0,業務,中
9491,0.69,0.67,4,141,3,0,0,0,業務,中
9492,0.5,0.65,4,266,3,1,0,0,業務,中
9493,0.62,0.68,3,134,2,0,0,0,業務,中
9494,0.76,0.55,4,147,3,0,0,0,業務,低
9495,0.97,0.88,4,237,4,0,0,0,業務,低
9496,0.78,0.57,5,114,4,0,0,0,業務,低
9497,0.81,0.89,4,166,2,1,0,0,業務,低
9498,0.15,0.95,4,173,5,1,0,0,業務,低
9499,0.72,0.5,3,205,3,1,0,0,業務,低
9500,0.8,0.5,3,219,3,0,0,0,業務,低
9501,0.76,0.74,3,173,2,0,0,0,業務,低
9502,0.19,0.73,4,231,3,0,0,0,業務,低
9503,0.75,0.75,5,133,2,0,0,0,業務,低
9504,0.94,0.49,4,220,3,0,0,0,業務,低
9505,0.93,0.59,5,158,3,0,0,0,業務,低
9506,0.96,0.92,3,182,4,0,0,0,業務,低
9507,0.14,0.57,6,275,5,0,0,0,業務,低
9508,0.75,0.71,3,237,3,1,0,0,財務會計,低
9509,0.6,0.59,5,146,4,0,0,0,財務會計,低
9510,0.65,0.48,4,144,3,0,0,0,財務會計,低
9511,0.59,0.79,2,195,3,0,0,0,人力資源,低
9512,0.93,0.78,5,191,4,0,0,0,人力資源,中
9513,0.5,1,3,149,2,0,0,0,人力資源,中
9514,0.62,0.55,4,137,3,1,0,0,人力資源,中
9515,0.24,0.58,3,184,5,1,0,0,技術員,中
9516,0.66,0.87,4,139,3,0,0,0,技術員,中
9517,0.55,0.95,4,249,4,0,0,0,技術員,中
9518,0.91,0.66,3,168,3,0,0,0,技術員,中
9519,0.59,0.51,2,145,5,0,0,0,技術員,中
9520,0.74,0.54,5,221,3,0,0,0,技術員,中
9521,0.43,0.51,2,123,3,0,0,0,技術員,中
9522,0.85,0.99,6,153,6,0,0,0,技術員,中
9523,0.46,0.54,3,183,4,0,0,0,技術員,中
9524,0.48,0.56,4,271,3,0,0,0,技術員,高
9525,0.96,1,4,167,2,1,0,0,技術員,低
9526,0.55,0.9,4,177,3,0,0,0,技術支援,中
9527,0.82,0.74,3,256,3,1,0,0,技術支援,中
9528,0.24,0.65,3,143,4,0,0,0,技術支援,中
9529,0.69,0.71,3,241,3,0,0,0,技術支援,中
9530,0.29,0.68,4,210,3,0,0,0,技術支援,低
9531,0.53,0.7,4,155,5,1,0,0,技術支援,低
9532,0.65,0.77,2,248,3,0,0,0,技術支援,低
9533,0.57,0.53,3,162,3,0,0,0,技術支援,低
9534,0.6,0.5,4,137,3,0,0,0,技術支援,低
9535,0.79,0.55,5,242,2,0,0,0,技術支援,低
9536,0.41,0.5,6,257,6,1,0,0,技術支援,低
9537,0.79,0.72,5,245,3,1,0,0,技術員,低
9538,0.5,0.8,3,234,3,0,0,0,技術員,低
9539,0.8,0.76,4,135,2,0,0,0,技術員,低
9540,0.61,0.79,5,269,2,0,0,0,經理,低
9541,0.99,0.68,4,238,3,0,0,0,資訊科技,低
9542,0.77,0.86,3,101,5,0,0,0,資訊科技,低
